election,state,year,stage,pollster,N,methodology,days_until,538grade,dem_polled,rep_polled,undecided_polled,dem_actual,rep_actual,dem_diff,rep_diff
president,Virginia,2004,general,SurveyUSA,664,Unknown,16,Unknown,46.0,50.0,4.0,45.8652682533,54.1347317467,2.134731746699998,-2.134731746699998
president,Washington,2004,general,"Strategic Vision, LLC",801,Unknown,16,Unknown,50.0,45.0,5.0,53.6461507211,46.3538492789,-1.1461507210999997,1.1461507210999997
president,Wisconsin,2004,general,Humphrey Institute,623,Unknown,16,Unknown,47.0,48.0,5.0,50.191880428199994,49.808119571800006,-0.691880428199994,0.691880428199994
president,Wisconsin,2004,general,"Mason-Dixon Polling & Research, Inc.",625,Unknown,16,Unknown,45.0,45.0,10.0,50.191880428199994,49.808119571800006,-0.19188042819999396,0.19188042819999396
senate,California,2004,general,"Strategic Vision, LLC",801,Unknown,16,Unknown,53.0,36.0,11.0,60.4229923568,39.5770076432,-1.9229923568000018,1.9229923568000018
senate,Colorado,2004,general,Ciruli Associates,600,Unknown,16,Unknown,47.0,43.0,10.0,52.437902483900004,47.562097516099996,-0.43790248390000386,0.43790248390000386
senate,Florida,2004,general,Quinnipiac University,808,Unknown,16,Unknown,47.0,47.0,6.0,49.432225063900006,50.567774936099994,0.567774936099994,-0.567774936099994
senate,Missouri,2004,general,SurveyUSA,667,Unknown,16,Unknown,38.0,56.0,6.0,43.280412579600004,56.719587420399996,-2.2804125796000037,2.2804125796000037
senate,Ohio,2004,general,SurveyUSA,698,Unknown,16,Unknown,34.0,58.0,8.0,36.1436143614,63.856385638599996,1.8563856386000026,-1.8563856385999955
senate,Oklahoma,2004,general,Consumer Logic,753,Unknown,16,Unknown,47.0,40.0,13.0,43.8676736517,56.1323263483,9.632326348299998,-9.632326348299998
senate,Washington,2004,general,"Strategic Vision, LLC",801,Unknown,16,Unknown,49.0,41.0,10.0,56.2627916496,43.7372083504,-2.262791649599997,2.262791649599997
governor,Indiana,2004,general,Indiana University,421,Unknown,15,Unknown,42.0,48.0,10.0,46.099290780100006,53.900709219899994,0.9007092198999942,-0.9007092198999942
governor,Indiana,2004,general,SurveyUSA,602,Unknown,15,Unknown,43.0,51.0,6.0,46.099290780100006,53.900709219899994,-0.0992907801000058,0.0992907801000058
president,Arizona,2004,general,SurveyUSA,616,Unknown,15,Unknown,43.0,54.0,3.0,44.7265034754,55.2734965246,-0.22650347540000126,0.22650347540000126
president,Colorado,2004,general,Rasmussen Reports/Pulse Opinion Research,500,Unknown,15,Unknown,45.0,50.0,5.0,47.634484854600004,52.365515145399996,-0.1344848546000037,0.1344848546000037
president,Georgia,2004,general,"Strategic Vision, LLC",801,Unknown,15,Unknown,40.0,57.0,3.0,41.6448560499,58.3551439501,-0.14485604989999956,0.14485604989999956
president,Illinois,2004,general,Market Shares Corp.,700,Unknown,15,Unknown,50.0,42.0,8.0,55.2064451158,44.7935548842,-1.2064451158000011,1.2064451158000011
president,Illinois,2004,general,"Richard Day Research, Inc.",828,Unknown,15,Unknown,52.0,42.0,6.0,55.2064451158,44.7935548842,-0.20644511580000113,0.20644511580000113
president,Indiana,2004,general,SurveyUSA,602,Unknown,15,Unknown,37.0,59.0,4.0,39.5766129032,60.423387096800006,-0.5766129032000009,0.5766129031999938
president,Kentucky,2004,general,SurveyUSA,629,Unknown,15,Unknown,37.0,59.0,4.0,39.9939540508,60.0060459492,-0.9939540507999993,0.9939540507999993
president,Louisiana,2004,general,Market Research Insight,600,Unknown,15,Unknown,37.0,52.0,11.0,42.6723266626,57.3276733374,-0.17232666259999974,0.17232666259999974
president,Louisiana,2004,general,University of New Orleans,700,Unknown,15,Unknown,40.0,48.0,12.0,42.6723266626,57.3276733374,3.3276733374000003,-3.3276733374000003
president,Maine,2004,general,SurveyUSA,660,Unknown,15,Unknown,51.0,39.0,10.0,54.579724910900005,45.420275089099995,1.4202750890999951,-1.4202750890999951
president,Missouri,2004,general,"Mason-Dixon Polling & Research, Inc.",625,Unknown,15,Unknown,44.0,49.0,7.0,46.378269617700006,53.621730382299994,1.1217303822999938,-1.1217303822999938
president,Nebraska,2004,general,"RKM Research and Communications, Inc.",1007,Unknown,15,Unknown,32.0,61.0,7.0,33.1507405153,66.8492594847,2.3492594846999992,-2.3492594846999992
president,New Hampshire,2004,general,Rasmussen Reports/Pulse Opinion Research,500,Unknown,15,Unknown,49.0,47.0,4.0,50.6911512461,49.3088487539,0.3088487539000013,-0.3088487539000013
president,Nevada,2004,general,Belden Russonello & Stewart,600,Unknown,15,Unknown,41.0,45.0,14.0,48.6832740214,51.3167259786,-0.6832740214000026,0.6832740214000026
president,Ohio,2004,general,Fox News/Opinion Dynamics Corp.,800,Unknown,15,Unknown,44.0,49.0,7.0,48.9449356913,51.0550643087,-1.444935691300003,1.444935691300003
president,Pennsylvania,2004,general,Quinnipiac University,841,Unknown,15,Unknown,51.0,46.0,3.0,51.2583048118,48.7416951882,1.2416951881999978,-1.2416951881999978
president,Pennsylvania,2004,general,"Strategic Vision, LLC",801,Unknown,15,Unknown,47.0,46.0,7.0,51.2583048118,48.7416951882,-0.7583048118000022,0.7583048118000022
president,Tennessee,2004,general,SurveyUSA,615,Unknown,15,Unknown,38.0,60.0,2.0,42.8168730494,57.183126950600006,-3.8168730494000016,3.8168730493999945
president,Wisconsin,2004,general,American Research Group,600,Unknown,15,Unknown,47.0,47.0,6.0,50.191880428199994,49.808119571800006,-0.19188042819999396,0.19188042819999396
president,Wisconsin,2004,general,Gallup,678,Unknown,15,Unknown,44.0,50.0,6.0,50.191880428199994,49.808119571800006,-3.191880428199994,3.191880428199994
president,Wisconsin,2004,general,"Strategic Vision, LLC",801,Unknown,15,Unknown,46.0,49.0,5.0,50.191880428199994,49.808119571800006,-1.691880428199994,1.691880428199994
senate,Alaska,2004,general,Global Strategy Group,600,Unknown,15,Unknown,47.0,43.0,10.0,48.3905237438,51.6094762562,3.609476256199997,-3.609476256199997
senate,Colorado,2004,general,Global Strategy Group,600,Unknown,15,Unknown,49.0,43.0,8.0,52.437902483900004,47.562097516099996,0.5620975160999961,-0.5620975160999961
senate,Colorado,2004,general,"Harstad Strategic Research, Inc.",515,Unknown,15,Unknown,49.0,43.0,8.0,52.437902483900004,47.562097516099996,0.5620975160999961,-0.5620975160999961
senate,Colorado,2004,general,Rasmussen Reports/Pulse Opinion Research,500,Unknown,15,Unknown,48.0,49.0,3.0,52.437902483900004,47.562097516099996,-2.937902483900004,2.937902483900004
senate,Georgia,2004,general,"Strategic Vision, LLC",801,Unknown,15,Unknown,41.0,55.0,4.0,40.854281626799995,59.1457183732,2.1457183732000047,-2.1457183731999976
senate,Illinois,2004,general,Market Shares Corp.,700,Unknown,15,Unknown,66.0,19.0,15.0,72.11915069060001,27.880849309400002,1.3808493093999914,-1.380849309400002
senate,Illinois,2004,general,"Richard Day Research, Inc.",828,Unknown,15,Unknown,70.0,20.0,10.0,72.11915069060001,27.880849309400002,2.8808493093999914,-2.880849309400002
senate,Indiana,2004,general,SurveyUSA,602,Unknown,15,Unknown,63.0,31.0,6.0,62.3483009709,37.6516990291,3.6516990291000013,-3.6516990291000013
senate,Kentucky,2004,general,SurveyUSA,629,Unknown,15,Unknown,39.0,53.0,8.0,49.34,50.66,-6.340000000000003,6.340000000000003
senate,Nevada,2004,general,Belden Russonello & Stewart,600,Unknown,15,Unknown,63.0,29.0,8.0,63.479526086099995,36.5204739139,3.5204739139000054,-3.5204739138999983
senate,Ohio,2004,general,Fox News/Opinion Dynamics Corp.,700,Unknown,15,Unknown,28.0,58.0,14.0,36.1436143614,63.856385638599996,-1.1436143613999974,1.1436143614000045
senate,Pennsylvania,2004,general,Quinnipiac University,841,Unknown,15,Unknown,37.0,55.0,8.0,44.382200613,55.617799387,-3.382200613000002,3.382200613000002
senate,Pennsylvania,2004,general,"Strategic Vision, LLC",801,Unknown,15,Unknown,35.0,54.0,11.0,44.382200613,55.617799387,-3.882200613000002,3.882200613000002
governor,Montana,2004,general,"Mason-Dixon Polling & Research, Inc.",625,Unknown,14,Unknown,48.0,43.0,9.0,52.2821576763,47.7178423237,0.21784232369999756,-0.21784232369999756
governor,North Carolina,2004,general,"Mason-Dixon Polling & Research, Inc.",625,Unknown,14,Unknown,55.0,45.0,0.0,56.4467005076,43.5532994924,-1.4467005075999992,1.4467005075999992
governor,North Carolina,2004,general,Tel Opinion Research,600,Unknown,14,Unknown,49.0,34.0,17.0,56.4467005076,43.5532994924,1.0532994924000008,-1.0532994924000008
governor,North Dakota,2004,general,Minnesota State University Moorhead,623,Unknown,14,Unknown,22.0,70.0,8.0,27.760891590700002,72.2391084093,-1.7608915907000018,1.7608915906999982
president,Arkansas,2004,general,Opinion Research Associates,500,Unknown,14,Unknown,48.0,48.0,4.0,45.0637264819,54.9362735181,4.936273518100002,-4.936273518100002
president,Arizona,2004,general,Market Solutions Group,600,Unknown,14,Unknown,40.0,47.0,13.0,44.7265034754,55.2734965246,1.7734965245999987,-1.7734965245999987
president,Colorado,2004,general,SurveyUSA,596,Unknown,14,Unknown,45.0,52.0,3.0,47.634484854600004,52.365515145399996,-1.1344848546000037,1.1344848546000037
president,Florida,2004,general,"Strategic Vision, LLC",801,Unknown,14,Unknown,46.0,49.0,5.0,47.47454380479999,52.52545619520001,1.0254561952000074,-1.0254561952000074
president,Georgia,2004,general,SurveyUSA,609,Unknown,14,Unknown,40.0,57.0,3.0,41.6448560499,58.3551439501,-0.14485604989999956,0.14485604989999956
president,Hawaii,2004,general,"SMS Research & Marketing Services, Inc.",612,Unknown,14,Unknown,45.0,46.0,9.0,54.4071723582,45.5928276418,-4.9071723582,4.9071723582
president,Iowa,2004,general,SurveyUSA,690,Unknown,14,Unknown,45.0,51.0,4.0,49.6620599213,50.3379400787,-2.662059921299999,2.662059921299999
president,Kentucky,2004,general,Louisville Courier-Journal,690,Unknown,14,Unknown,39.0,56.0,5.0,39.9939540508,60.0060459492,1.5060459492000007,-1.5060459492000007
president,Michigan,2004,general,Mitchell Research & Communications,600,Unknown,14,Unknown,43.0,47.0,10.0,51.7265751212,48.2734248788,-3.7265751212,3.7265751212
president,Michigan,2004,general,SurveyUSA,668,Unknown,14,Unknown,51.0,44.0,5.0,51.7265751212,48.2734248788,1.7734248788000002,-1.7734248788000002
president,Minnesota,2004,general,"Strategic Vision, LLC",801,Unknown,14,Unknown,49.0,48.0,3.0,51.762917933100006,48.237082066899994,-1.262917933100006,1.262917933100006
president,Montana,2004,general,"Mason-Dixon Polling & Research, Inc.",625,Unknown,14,Unknown,36.0,57.0,7.0,39.49605654,60.50394346,0.003943460000002119,-0.003943460000002119
president,North Carolina,2004,general,"Mason-Dixon Polling & Research, Inc.",625,Unknown,14,Unknown,43.0,51.0,6.0,43.7550200803,56.2449799197,2.2449799197000004,-2.2449799197000004
president,North Carolina,2004,general,Tel Opinion Research,600,Unknown,14,Unknown,40.0,48.0,12.0,43.7550200803,56.2449799197,2.2449799197000004,-2.2449799197000004
president,North Dakota,2004,general,Minnesota State University Moorhead,623,Unknown,14,Unknown,35.0,55.0,10.0,36.0919072794,63.9080927206,3.9080927206000027,-3.9080927206000027
president,Nebraska,2004,general,MSR Group,754,Unknown,14,Unknown,32.0,61.0,7.0,33.1507405153,66.8492594847,2.3492594846999992,-2.3492594846999992
president,Ohio,2004,general,Gallup,706,Unknown,14,Unknown,48.0,47.0,5.0,48.9449356913,51.0550643087,1.555064308699997,-1.555064308699997
president,Ohio,2004,general,Ohio University,358,Unknown,14,Unknown,50.0,46.0,4.0,48.9449356913,51.0550643087,3.055064308699997,-3.055064308699997
president,Ohio,2004,general,"Strategic Vision, LLC",801,Unknown,14,Unknown,45.0,48.0,7.0,48.9449356913,51.0550643087,-0.4449356913000031,0.4449356913000031
president,Oklahoma,2004,general,SurveyUSA,627,Unknown,14,Unknown,34.0,64.0,2.0,34.43,65.57,0.5700000000000003,-0.5699999999999932
senate,Arkansas,2004,general,Opinion Research Associates,500,Unknown,14,Unknown,66.0,30.0,4.0,55.9167750325,44.0832249675,12.083224967500001,-12.083224967500001
senate,Colorado,2004,general,SurveyUSA,596,Unknown,14,Unknown,46.0,50.0,4.0,52.437902483900004,47.562097516099996,-4.437902483900004,4.437902483900004
senate,Florida,2004,general,"Strategic Vision, LLC",801,Unknown,14,Unknown,48.0,45.0,7.0,49.432225063900006,50.567774936099994,2.067774936099994,-2.067774936099994
senate,Georgia,2004,general,SurveyUSA,609,Unknown,14,Unknown,39.0,55.0,6.0,40.854281626799995,59.1457183732,1.1457183732000047,-1.1457183731999976
senate,Kentucky,2004,general,Louisville Courier-Journal,690,Unknown,14,Unknown,43.0,49.0,8.0,49.34,50.66,-2.3400000000000034,2.3400000000000034
senate,North Carolina,2004,general,"Mason-Dixon Polling & Research, Inc.",625,Unknown,14,Unknown,45.0,45.0,10.0,47.6779557899,52.3220442101,2.322044210100003,-2.322044210100003
senate,North Carolina,2004,general,Tel Opinion Research,600,Unknown,14,Unknown,42.0,43.0,15.0,47.6779557899,52.3220442101,1.8220442101000032,-1.8220442101000032
senate,North Dakota,2004,general,Minnesota State University Moorhead,623,Unknown,14,Unknown,71.0,20.0,9.0,68.28,31.72,7.219999999999999,-7.219999999999999
senate,Oklahoma,2004,general,Global Strategy Group,600,Unknown,14,Unknown,45.0,44.0,11.0,43.8676736517,56.1323263483,6.632326348299998,-6.632326348299998
governor,New Hampshire,2004,general,Franklin Pierce University,617,Unknown,13,Unknown,45.0,45.0,10.0,51.051051051099996,48.948948948900004,-1.0510510510999964,1.0510510510999964
president,Arizona,2004,general,Arizona State University,573,Unknown,13,Unknown,42.0,49.0,9.0,44.7265034754,55.2734965246,1.7734965245999987,-1.7734965245999987
president,Florida,2004,general,Research 2000,600,Unknown,13,Unknown,48.0,47.0,5.0,47.47454380479999,52.52545619520001,3.0254561952000074,-3.0254561952000074
president,Florida,2004,general,"Schroth, Eldon & Associates",800,Unknown,13,Unknown,46.0,46.0,8.0,47.47454380479999,52.52545619520001,2.5254561952000074,-2.5254561952000074
president,Louisiana,2004,general,Southeastern Louisiana University,637,Unknown,13,Unknown,32.0,58.0,10.0,42.6723266626,57.3276733374,-5.6723266626,5.6723266626
president,Michigan,2004,general,EPIC-MRA,610,Unknown,13,Unknown,49.0,43.0,8.0,51.7265751212,48.2734248788,1.2734248788000002,-1.2734248788000002
president,New Hampshire,2004,general,Franklin Pierce University,617,Unknown,13,Unknown,50.0,41.0,9.0,50.6911512461,49.3088487539,3.8088487539000013,-3.8088487539000013
president,New Jersey,2004,general,Research 2000,600,Unknown,13,Unknown,50.0,43.0,7.0,53.3682936668,46.6317063332,0.13170633320000036,-0.13170633320000036
president,Nevada,2004,general,Research 2000,600,Unknown,13,Unknown,47.0,49.0,4.0,48.6832740214,51.3167259786,0.3167259785999974,-0.3167259785999974
president,Oregon,2004,general,Research 2000,600,Unknown,13,Unknown,49.0,43.0,8.0,52.110817942,47.889182058,0.8891820580000029,-0.8891820580000029
president,Pennsylvania,2004,general,Muhlenberg College,787,Unknown,13,Unknown,48.0,46.0,6.0,51.2583048118,48.7416951882,-0.2583048118000022,0.2583048118000022
president,Pennsylvania,2004,general,Rasmussen Reports/Pulse Opinion Research,424,Unknown,13,Unknown,49.0,46.0,5.0,51.2583048118,48.7416951882,0.2416951881999978,-0.2416951881999978
president,South Carolina,2004,general,"Mason-Dixon Polling & Research, Inc.",625,Unknown,13,Unknown,40.0,53.0,7.0,41.3632686084,58.6367313916,2.1367313916000015,-2.1367313916000015
president,South Dakota,2004,general,"Mason-Dixon Polling & Research, Inc.",800,Unknown,13,Unknown,36.0,55.0,9.0,39.084900864299996,60.9150991357,1.4150991357000038,-1.4150991356999967
president,Tennessee,2004,general,"Mason-Dixon Polling & Research, Inc.",625,Unknown,13,Unknown,41.0,53.0,6.0,42.8168730494,57.183126950600006,1.1831269505999984,-1.1831269506000055
senate,Florida,2004,general,Research 2000,600,Unknown,13,Unknown,48.0,48.0,4.0,49.432225063900006,50.567774936099994,0.567774936099994,-0.567774936099994
senate,Florida,2004,general,"Schroth, Eldon & Associates",800,Unknown,13,Unknown,44.0,44.0,12.0,49.432225063900006,50.567774936099994,0.567774936099994,-0.567774936099994
senate,North Carolina,2004,general,Global Strategy Group,800,Unknown,13,Unknown,46.0,44.0,10.0,47.6779557899,52.3220442101,3.322044210100003,-3.322044210100003
senate,North Carolina,2004,general,Rasmussen Reports/Pulse Opinion Research,500,Unknown,13,Unknown,45.0,49.0,6.0,47.6779557899,52.3220442101,0.32204421010000317,-0.32204421010000317
senate,New Hampshire,2004,general,Franklin Pierce University,617,Unknown,13,Unknown,27.0,60.0,13.0,33.7537537538,66.2462462462,-0.2537537537999981,0.2537537537999981
senate,Oklahoma,2004,general,Rasmussen Reports/Pulse Opinion Research,500,Unknown,13,Unknown,43.0,48.0,9.0,43.8676736517,56.1323263483,3.6323263482999977,-3.6323263482999977
senate,Pennsylvania,2004,general,"Mason-Dixon Polling & Research, Inc.",800,Unknown,13,Unknown,32.0,50.0,18.0,44.382200613,55.617799387,-3.382200613000002,3.382200613000002
senate,South Carolina,2004,general,"Mason-Dixon Polling & Research, Inc.",625,Unknown,13,Unknown,43.0,47.0,10.0,45.105860693500006,54.894139306499994,2.8941393064999943,-2.8941393064999943
senate,South Dakota,2004,general,"Mason-Dixon Polling & Research, Inc.",800,Unknown,13,Unknown,49.0,47.0,4.0,49.42,50.58,1.5799999999999983,-1.5799999999999983
president,Colorado,2004,general,"Fairbank, Maslin, Maullin, Metz & Associates",400,Unknown,12,Unknown,48.0,48.0,4.0,47.634484854600004,52.365515145399996,2.3655151453999963,-2.3655151453999963
president,Maine,2004,general,"Zogby Analytics, telephone",402,Unknown,12,Unknown,50.0,39.0,11.0,54.579724910900005,45.420275089099995,0.9202750890999951,-0.9202750890999951
president,Michigan,2004,general,Mitchell Research & Communications,600,Unknown,12,Unknown,42.0,47.0,11.0,51.7265751212,48.2734248788,-4.2265751212,4.2265751212
president,Pennsylvania,2004,general,Franklin & Marshall College,376,Unknown,12,Unknown,51.0,46.0,3.0,51.2583048118,48.7416951882,1.2416951881999978,-1.2416951881999978
senate,Colorado,2004,general,"Fairbank, Maslin, Maullin, Metz & Associates",400,Unknown,12,Unknown,50.0,45.0,5.0,52.437902483900004,47.562097516099996,0.06209751609999614,-0.06209751609999614
senate,Pennsylvania,2004,general,Franklin & Marshall College,376,Unknown,12,Unknown,29.0,52.0,19.0,44.382200613,55.617799387,-5.882200613000002,5.882200613000002
president,Illinois,2004,general,Research 2000,800,Unknown,11,Unknown,53.0,31.0,16.0,55.2064451158,44.7935548842,5.793554884199999,-5.793554884199999
senate,Illinois,2004,general,Research 2000,800,Unknown,11,Unknown,67.0,25.0,8.0,72.11915069060001,27.880849309400002,-1.1191506906000086,1.119150690599998
governor,Indiana,2004,general,Research 2000,600,Unknown,10,Unknown,45.0,48.0,7.0,46.099290780100006,53.900709219899994,2.400709219899994,-2.400709219899994
governor,Missouri,2004,general,Research 2000,800,Unknown,10,Unknown,46.0,48.0,6.0,48.530901722399996,51.469098277600004,0.4690982776000041,-0.4690982776000041
governor,North Carolina,2004,general,SurveyUSA,694,Unknown,10,Unknown,57.0,39.0,4.0,56.4467005076,43.5532994924,2.5532994924000008,-2.5532994924000008
president,Colorado,2004,general,"Zogby Analytics, telephone",602,Unknown,10,Unknown,49.0,45.0,6.0,47.634484854600004,52.365515145399996,4.365515145399996,-4.365515145399996
president,Florida,2004,general,Gallup,601,Unknown,10,Unknown,43.0,51.0,6.0,47.47454380479999,52.52545619520001,-1.4745438047999926,1.4745438047999926
president,Florida,2004,general,Rasmussen Reports/Pulse Opinion Research,567,Unknown,10,Unknown,48.0,48.0,4.0,47.47454380479999,52.52545619520001,2.5254561952000074,-2.5254561952000074
president,Florida,2004,general,"Strategic Vision, LLC",801,Unknown,10,Unknown,47.0,49.0,4.0,47.47454380479999,52.52545619520001,1.5254561952000074,-1.5254561952000074
president,Florida,2004,general,SurveyUSA,749,Unknown,10,Unknown,50.0,48.0,2.0,47.47454380479999,52.52545619520001,3.5254561952000074,-3.5254561952000074
president,Florida,2004,general,"Zogby Analytics, telephone",599,Unknown,10,Unknown,46.0,49.0,5.0,47.47454380479999,52.52545619520001,1.0254561952000074,-1.0254561952000074
president,Iowa,2004,general,"Zogby Analytics, telephone",600,Unknown,10,Unknown,45.0,47.0,8.0,49.6620599213,50.3379400787,-0.6620599212999991,0.6620599212999991
president,Indiana,2004,general,Research 2000,600,Unknown,10,Unknown,40.0,56.0,4.0,39.5766129032,60.423387096800006,2.423387096799999,-2.423387096800006
president,Michigan,2004,general,"Zogby Analytics, telephone",601,Unknown,10,Unknown,52.0,42.0,6.0,51.7265751212,48.2734248788,3.2734248788,-3.2734248788
president,Minnesota,2004,general,St. Cloud State University,508,Unknown,10,Unknown,49.0,42.0,9.0,51.762917933100006,48.237082066899994,1.737082066899994,-1.737082066899994
president,Minnesota,2004,general,"Zogby Analytics, telephone",601,Unknown,10,Unknown,46.0,45.0,9.0,51.762917933100006,48.237082066899994,-1.262917933100006,1.262917933100006
president,Missouri,2004,general,Research 2000,800,Unknown,10,Unknown,45.0,48.0,7.0,46.378269617700006,53.621730382299994,2.1217303822999938,-2.1217303822999938
president,North Carolina,2004,general,SurveyUSA,694,Unknown,10,Unknown,44.0,54.0,2.0,43.7550200803,56.2449799197,1.2449799197000004,-1.2449799197000004
president,New Jersey,2004,general,Quinnipiac University,984,Unknown,10,Unknown,46.0,46.0,8.0,53.3682936668,46.6317063332,-3.3682936667999996,3.3682936667999996
president,Nevada,2004,general,Rasmussen Reports/Pulse Opinion Research,600,Unknown,10,Unknown,47.0,49.0,4.0,48.6832740214,51.3167259786,0.3167259785999974,-0.3167259785999974
president,Nevada,2004,general,"Zogby Analytics, telephone",600,Unknown,10,Unknown,44.0,48.0,8.0,48.6832740214,51.3167259786,-0.6832740214000026,0.6832740214000026
president,Ohio,2004,general,Rasmussen Reports/Pulse Opinion Research,537,Unknown,10,Unknown,46.0,50.0,4.0,48.9449356913,51.0550643087,-0.9449356913000031,0.9449356913000031
president,Ohio,2004,general,"Strategic Vision, LLC",801,Unknown,10,Unknown,45.0,47.0,8.0,48.9449356913,51.0550643087,0.0550643086999969,-0.0550643086999969
president,Oklahoma,2004,general,Wilson Research Strategies,500,Unknown,10,Unknown,28.0,61.0,11.0,34.43,65.57,-0.9299999999999997,0.9300000000000068
president,Pennsylvania,2004,general,"Zogby Analytics, telephone",600,Unknown,10,Unknown,47.0,45.0,8.0,51.2583048118,48.7416951882,-0.2583048118000022,0.2583048118000022
president,South Carolina,2004,general,SurveyUSA,564,Unknown,10,Unknown,39.0,57.0,4.0,41.3632686084,58.6367313916,-0.3632686083999985,0.3632686083999985
president,South Dakota,2004,general,McLaughlin & Associates,400,Unknown,10,Unknown,33.0,55.0,12.0,39.084900864299996,60.9150991357,-0.08490086429999621,0.08490086430000332
president,Virginia,2004,general,Richmond Times-Dispatch,751,Unknown,10,Unknown,40.0,49.0,11.0,45.8652682533,54.1347317467,-0.3652682533000018,0.3652682533000018
president,Wisconsin,2004,general,"Strategic Vision, LLC",801,Unknown,10,Unknown,44.0,49.0,7.0,50.191880428199994,49.808119571800006,-2.691880428199994,2.691880428199994
president,Wisconsin,2004,general,"Zogby Analytics, telephone",600,Unknown,10,Unknown,45.0,48.0,7.0,50.191880428199994,49.808119571800006,-1.691880428199994,1.691880428199994
senate,Florida,2004,general,InsiderAdvantage,400,Unknown,10,Unknown,44.0,46.0,10.0,49.432225063900006,50.567774936099994,-0.43222506390000603,0.43222506390000603
senate,Florida,2004,general,"Strategic Vision, LLC",801,Unknown,10,Unknown,46.0,48.0,6.0,49.432225063900006,50.567774936099994,-0.43222506390000603,0.43222506390000603
senate,Florida,2004,general,SurveyUSA,738,Unknown,10,Unknown,50.0,47.0,3.0,49.432225063900006,50.567774936099994,2.067774936099994,-2.067774936099994
senate,Indiana,2004,general,Research 2000,600,Unknown,10,Unknown,65.0,31.0,4.0,62.3483009709,37.6516990291,4.651699029100001,-4.651699029100001
senate,Kentucky,2004,general,Garin-Hart-Yang Research Group,502,Unknown,10,Unknown,43.0,44.0,13.0,49.34,50.66,0.1599999999999966,-0.1599999999999966
senate,Missouri,2004,general,Research 2000,800,Unknown,10,Unknown,40.0,56.0,4.0,43.280412579600004,56.719587420399996,-1.2804125796000037,1.2804125796000037
senate,North Carolina,2004,general,SurveyUSA,686,Unknown,10,Unknown,44.0,50.0,6.0,47.6779557899,52.3220442101,-0.6779557898999968,0.6779557898999968
senate,South Carolina,2004,general,SurveyUSA,559,Unknown,10,Unknown,39.0,52.0,9.0,45.105860693500006,54.894139306499994,-1.6058606935000057,1.6058606935000057
senate,South Dakota,2004,general,McLaughlin & Associates,400,Unknown,10,Unknown,45.0,49.0,6.0,49.42,50.58,-1.4200000000000017,1.4200000000000017
governor,Missouri,2004,general,"Market Research Institute, Inc.",500,Unknown,9,Unknown,46.0,47.0,7.0,48.530901722399996,51.469098277600004,0.9690982776000041,-0.9690982776000041
governor,Missouri,2004,general,SurveyUSA,678,Unknown,9,Unknown,44.0,52.0,4.0,48.530901722399996,51.469098277600004,-2.530901722399996,2.530901722399996
governor,Utah,2004,general,Valley Research,1200,Unknown,9,Unknown,23.0,61.0,16.0,41.775983854699994,58.2240161453,-10.775983854699994,10.775983854700002
governor,Washington,2004,general,SurveyUSA,618,Unknown,9,Unknown,49.0,47.0,4.0,50.002557780299995,49.997442219700005,0.9974422197000052,-0.9974422197000052
president,Arkansas,2004,general,SurveyUSA,649,Unknown,9,Unknown,45.0,51.0,4.0,45.0637264819,54.9362735181,1.936273518100002,-1.936273518100002
president,California,2004,general,Field Research Corporation (Field Poll),1086,Unknown,9,Unknown,49.0,42.0,9.0,55.0420593899,44.9579406101,-1.5420593898999968,1.5420593898999968
president,California,2004,general,SurveyUSA,743,Unknown,9,Unknown,53.0,44.0,3.0,55.0420593899,44.9579406101,-0.5420593898999968,0.5420593898999968
president,Florida,2004,general,American Research Group,600,Unknown,9,Unknown,49.0,46.0,5.0,47.47454380479999,52.52545619520001,4.025456195200007,-4.025456195200007
president,Florida,2004,general,Los Angeles Times,510,Unknown,9,Unknown,43.0,51.0,6.0,47.47454380479999,52.52545619520001,-1.4745438047999926,1.4745438047999926
president,Florida,2004,general,Quinnipiac University,944,Unknown,9,Unknown,46.0,49.0,5.0,47.47454380479999,52.52545619520001,1.0254561952000074,-1.0254561952000074
president,Kansas,2004,general,"Market Research Institute, Inc.",573,Unknown,9,Unknown,30.0,59.0,11.0,37.1324274995,62.8675725005,-1.6324274994999968,1.6324274994999968
president,Michigan,2004,general,Rasmussen Reports/Pulse Opinion Research,561,Unknown,9,Unknown,51.0,46.0,3.0,51.7265751212,48.2734248788,0.7734248788000002,-0.7734248788000002
president,Missouri,2004,general,"Market Research Institute, Inc.",553,Unknown,9,Unknown,45.0,49.0,6.0,46.378269617700006,53.621730382299994,1.6217303822999938,-1.6217303822999938
president,Missouri,2004,general,SurveyUSA,680,Unknown,9,Unknown,45.0,52.0,3.0,46.378269617700006,53.621730382299994,0.12173038229999378,-0.12173038229999378
president,New Jersey,2004,general,Rasmussen Reports/Pulse Opinion Research,400,Unknown,9,Unknown,53.0,41.0,6.0,53.3682936668,46.6317063332,2.6317063332000004,-2.6317063332000004
president,Ohio,2004,general,American Research Group,600,Unknown,9,Unknown,49.0,47.0,4.0,48.9449356913,51.0550643087,2.055064308699997,-2.055064308699997
president,Ohio,2004,general,Los Angeles Times,585,Unknown,9,Unknown,50.0,44.0,6.0,48.9449356913,51.0550643087,4.055064308699997,-4.055064308699997
president,Ohio,2004,general,SurveyUSA,831,Unknown,9,Unknown,50.0,47.0,3.0,48.9449356913,51.0550643087,2.555064308699997,-2.555064308699997
